Kategori,Başlık,İçerik
Çevre,Bakan Özhaseki: Ülkemiz mavi bayraklı plaj sıralamasında dünya üçüncüsü,"Türkiye’de temiz denizlerin göstergesi olarak kabul edilen ‘Mavi Bayrak’a sahip plajların sayısı 551’e yükseldi. Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki, “Mavi Bayraklı plaj sıralamasında dünya üçüncüsü olan ülkemizin eşsiz güzellikteki plajlarını ve denizlerimizi koruyor, yarınlarımıza temiz bir çevre bırakıyoruz” dedi."
Çevre,"""Martı popülasyonu anormal seviyelere ulaştı""","Karadeniz'de savunmasız küçük kuş türleri, sayıları gün geçtikçe artıp, özellikle kıyı şeritlerini istila eden martıların hedefi haline geliyor. Karadeniz Teknik Üniversitesi (KTÜ) Yaban Hayatı Ekolojisi ve Yönetimi Bölüm Başkanı Prof. Dr. Şağdan Başkaya ""Popülasyonları anormal seviyelere ulaşmış durumda. Tedbir alınmalı"" dedi."
Çevre,Sanayide düşük karbonlu üretim için yol haritaları hazırlanacak,"Ticaret Bakanı Ömer Bolat, Avrupa Yeşil Mutabakatı kapsamında sınırda karbon düzenlemesine tabi olacak öncelikli imalat sanayi sektörlerinde düşük karbonlu üretime yönelik yol haritaları hazırladıklarını ifade ederek, ""Halihazırda, demir-çelik, alüminyum, çimento ve gübre sektörleri için yol haritası çalışmaları tamamlanma aşamasına geldi"" dedi."
Çevre,Dünyanın en çok güneş alan yeri belirlendi,"Bilim insanları, Dünya'da en çok Güneş ışığı alan yeri tespit etti. Güney Amerika'da yer alan Atacama Çölü'ndeki Altiplano'da en yoğun seviyeye ulaştığı belirlendi."
Çevre,"Tarım ve Orman Bakanlığı, suyun verimli kullanımı için vatandaşları uyardı","Tarım ve Orman Bakanlığı, Cumhurbaşkanı Recep Tayyip Erdoğan'ın eşi Emine Erdoğan'ın himayesinde başlatılan ""Ulusal Su Verimliliği Seferberliği"" kapsamında vatandaşlar ve çiftçilere yönelik afiş ve broşürler hazırlayarak, suyun tasarruflu kullanılması uyarısında bulundu."
Çevre,Okyanusların rengi iklim değişikliği etkisiyle yeşile dönüyor,"İngiltere ve ABD'den bilim insanlarının yaptığı çalışma, iklim değişikliğinin okyanus ekosistemindeki besin dağılımını etkilemesi nedeniyle dünya okyanuslarının renginin giderek yeşile döndüğünü gösterdi."
Çevre,İzmit Körfezi'nde farklı türlerde deniz canlıları görüntülendi,"İzmit Körfezi'nde yaşayan deniz canlılarının korunması ve tanıtımı amacıyla yapılan dalışta, mercan, pina, deniz yıldızı, deniz kalemleri ve yumuşakçalar görüntülendi."
Çevre,"Akdeniz Havzası'nda sıcaklık, küresel ortalamadan daha fazla artacak","Işık Üniversitesi Mühendislik ve Doğa Bilimleri Fakültesi Fizik Bölümü Başkanı Dr. Tuğba Öztürk, model sonuçlarına göre her 1 derece küresel sıcaklık artışında, Akdeniz Bölgesi'nin en az 1,5 derece ısınacağını öngördüklerini söyledi."
Çevre,İran'da hava kirliliği nedeniyle devlet kurumları tatil edildi,İran'ın Bojnurd ve Meşhed kentlerinde hava kirliliği nedeniyle devlet kurumları tatil edildi.
Çevre,Otokar Genel Müdürü Görgüç: Askeri araçların tam elektrikli olma ihtimali önümüzdeki 30 senede imkansız,"Otokar Genel Müdürü Serdar Görgüç, ""Elektrikli araç konusu tabii şu anda bir moda olarak gidiyor ama tam elektrikli araç konusu o kadar askeri araçlar için uygulanabilir bir şey değil. Askeri araçların tam elektrikli olma ihtimali önümüzdeki 30 senede imkansız"" dedi."
ÖZEL HABER,Polen alerjisinden astıma… İklim değişikliği hastalıkları nasıl etkiliyor?,"Küresel ısınma, meteorolojik takvimde değişikliklere sebep olduğu gibi hastalıkların seyrini de değiştiriyor. Çoğu hastalığın ya görülme dönemi uzadı ya da sıklığı arttı. Özellikle de alerjik hastalıklar iklim değişikliğinden büyük ölçüde nasibini almış durumda."
Çevre,Yapay zeka hava kalitesini ölçecek,İklim Değişikliği Etkilerinin Yeni Nesil Hava Kalitesi Ölçüm Sistemleriyle İzlenmesinde Yapay Zeka Uygulamaları Projesiyle yapay zeka destekli yeni nesil hava kalitesi ölçüm sistemleri geliştirilecek.
ÖZEL HABER,Ezber bozan çiftlik,"Ankara’nın Gölbaşı ilçesinde tarımla ilgilenen Barshan ailesi, bölgede daha önce denenmemiş türleri yetiştirerek bir dönüşüm sürecine öncülük ediyor."
Çevre,Rekor sıcaklıklar korkutmasın: Bu yaz Türkiye’deki yağışlarda artış bekleniyor,Önce 3 Temmuz’da küresel ortalama sıcaklık rekoru kırıldığına dair veriler paylaşıldı. Sadece 24 saat sonra yani 4 Temmuz’da rekor yenilendi. 6 Temmuz'da ise bu rekor da tazelendi. Aynı hafta içerisinde art arda gelen yüksek sıcaklıklar endişe verici olsa da meteorolojik veriler Türkiye için yaz döneminin bol yağışlı geçeceğini gösteriyor.
Çevre,Dünyanın en sıcak haziranı geçen ay yaşandı,"Avrupa Birliği'nin (AB) Copernicus uydu izleme sistemi, geçen ayın dünya genelinde yaşanan en sıcak haziran olduğunu bildirdi."
Çevre,Dünya 3 Temmuz'da tüm zamanların en sıcak gününü yaşadı,"Küresel ortalama sıcaklığın 17,01 derece olarak ölçüldüğü 3 Temmuz, dünyada tüm zamanların en sıcak günü olarak kayıtlara geçti."
Çevre,Dünya Plastik Poşet Kullanmama Günü'nde bez çanta dağıtıldı,"Ankara Çiğdem Mahallesi'nde kurulu Çiğdem Eğitim, Çevre ve Dayanışma Derneği (Çiğdemim), ""3 Temmuz Dünya Plastik Poşet Kullanmama Günü""nde mahalle sakinlerine bez çanta hediye etti."
Çevre,Deniz Kaşifi Akdeniz'de iklim değişikliğini inceledi: Derin sular yapısını koruyor,"ODTÜ Deniz Bilimleri Enstitüsü Müdürü Prof. Dr. Barış Salihoğlu, Deniz Kaşifi adlı cihazla Akdeniz'de yaptıkları incelemelerde elde ettikleri bulgular hakkında, ""İklim değişikliğinin ciddi etkilerinin yansımasını anlamamız için daha fazla çalışmaya ihtiyacımız var fakat ilk başta gördüğümüz Akdeniz'in derin suları şu anda yapısını koruyor"" dedi."
Çevre,Türkiye'de hava kalitesi son 5 yılda yüzde 16 iyileşti,Son 5 yıllık veriler incelendiğinde Türkiye'nin hava kalitesinde ortalama yüzde 16 iyileşme sağlandı.
Çevre,"Hatay'da ""gazella gazella"" türü ceylanların sayısı artıyor","Hatay’ın Kırıkhan ilçesinde bulunan Dağ Ceylanı Üretim Merkezi, ""gazella gazella"" denilen dağ ceylanlarına ev sahipliği yapıyor. Nesli tükenme riskiyle karşı karşıya olan ceylanlar sadece Türkiye ile İsrail'de bulunuyor."
Çevre,Toronto orman yangınlarının ardından dünyanın havası en kirli şehirleri arasına girdi,"Kanada’da süren orman yangınları nedeniyle ülkenin en büyük metropolü Toronto, dünyanın en kirli havasına sahip şehirler arasına girdi."
Çevre,Sıcaklık Marmara'da müsilajı tetikleyebilir,"İÜ Su Bilimleri Fakültesi Dekanı Prof. Dr. Melek Okyar, Marmara Denizi'nde yazın sıcaklıklarının artışıyla tekrar müsilaj görme riskinin bulunduğunu söyledi."
Çevre,"Paris yönetimi, çevreci topluluğu ""şiddete başvurduğu"" gerekçesiyle feshetme kararı aldı","Fransa, ""Soulevement de la Terre"" isimli çevreci topluluğun, ""şiddete başvurduğu"" gerekçesiyle feshedilmesini kararlaştırdı."
Çevre,"Meke Gölü'ne 2,5 milyon metreküp su aktarılacak","""Dünyanın nazar boncuğu"" olarak nitelenen ve bir süre önce tamamen kuruyan Konya'nın Karapınar ilçesindeki Meke Gölü'nü kurtarma çalışmaları çerçevesinde 2,5 milyon metreküp su göle akatarılacak."
Çevre,İngiltere'de çevreyi kirleten araçlar iki kat fazla park ücreti ödeyecek,İngiltere'nin başkenti Londra'ya bağlı Lambeth'te belediye çevreyi daha fazla kirleten arabaların iki kattan fazla park ücreti ödemesine karar verdi.
ÖZEL HABER,"Türkiye hep yeşil kalsın, kuraklık olmasın","Türkiye’de bu yıl 25 bin hektar alanda Erozyon Kontrol Tesis Çalışması gerçekleştirildi, toplamda ise 40 bin hektar alanda toprak koruması yapılıyor. Bütün çabalar, Türkiye’nin kurak bir çöle dönüşmemesi, hep yeşil ve yaşanabilir kalması için…"
Çevre,Dünyada hava sıcaklığı haziranın ilk bölümünde rekor seviyeye çıktı,Dünya genelinde haziranın ilk 11 gününde hava sıcaklığı yılın bu dönemi için rekor kırdı.
ÖZEL HABER,Tarih ve doğanın birleştiği yer: Zir Vadisi,"Tarihi çok eskilere uzanan bir yerleşim yeri olan Zir Vadisi, peribacaları, mağaraları, arkeolojik kalıntıları ve doğal güzellikleri ile şehir içinde saklı cennetlerden biri."
Çevre,Türkiye'nin en yeşil kentleri,"Türkiye'deki toplam orman alanı, 2023 yılında 23 milyon 245 bin hektar oldu. Yüz ölçümüne göre yüzde 72'si orman olan Karabük, kişi başına düşen 29 bin 426 metrekare orman alanı ile de Tunceli, ilk sırada yer alıyor."
Çevre,New Yorklular şehri terk ediyor: Evimi sat aramaları yüzde 2 bin 600 arttı,"New York, Kanada'daki orman yangınlarından çıkan dumanın yarattığı tehlikeli havada boğulurken, bazı ev sahipleri evlerini acil satışa çıkardı."
Çevre,Orman yangınlarıyla mücadelede yeni dönem,"Yaz aylarının en önemli risklerinden biri geniş çaplı orman yangınları. Ankara, hızlı müdahale için etkili bir filo kurmayı hedefliyor. İnsanlı/insansız farklı tipte platformların karma olarak kullanılacağı yeni yol haritası yaklaşık 30 yıldır orman yangınlarına havadan müdahale eden Türkiye için değerli bir başlangıç anlamı taşıyor."
Çevre,"El Nino başladı, 2024'te sıcaklık rekoru kırılabilir",El Nino olarak bilinen ve gezegenin 1-2 yıllığına ısınmasına yol açan hava olayı Pasifik Okyanusu’nda başladı.
Çevre,Türkiye'nin en büyük orman yangınlarında zarar gören alanlar onarılıyor,"Türkiye tarihinin 2021'de meydana gelen en büyük orman yangınlarında tahrip olan alanlarda rehabilitasyon çalışmaları tamamlanırken bu bölgelerde yaşanan değişim fotoğraf karelerine yansıdı. Çalışmaları koordine eden Orman Genel Müdürü Bekir Karacabey, hiçbir orman alanında imara ve yapılaşmaya izin verilmediğini söyledi."
Çevre,"Şahika Ercümen Kaş'ta ""sıfır atık dalışı"" yaptı","Dünya serbest dalış rekortmeni Şahika Ercümen, mavi sulardaki kirlilik konusunda farkındalık oluşturmak amacıyla Antalya'nın Kaş ilçesinde ""sıfır atık dalışı"" yaptı."
Çevre,Türkiye’nin ilk Sıfır Atık okulu 12 bin öğrenciyi eğitti,"Türkiye’nin geri dönüşüm konusunda dünyaya örnek projeleri arasında yer alan ‘Sıfır Atık’ konusunda ilk okulu 12 bin öğrenciyi eğitti. Başkent Millet Bahçesi içinde yer alan okul, eğitimler sırasında 45 ton organik atığı dönüştürerek 15 ton kompost elde etti."
Çevre,"İklim bilimciler: Kuzey Kutbu buzsuz kalacak, artık çok geç","Bilim insanları sera gazı emisyonlarının keskin şekilde azaltılsa bile önümüzdeki bir kaç 10 yıl içinde Kuzey Kutbu'nun buzsuz kalacağını açıkladı, aşırı hava olayları konusunda hazırlık yapılması gerektiğini söyledi."
Çevre,İklim değişikliği Karadeniz Bölgesi'ni tehdit ediyor,"OMÜ Çevre Mühendisliği Bölümü Öğretim Üyesi Ardalı, iklim değişikliğinin Karadeniz Bölgesi'ni tehdit ettiğine işaret ederek, ""Ne yazık ki bundan sonra Karadeniz Bölgesi'nde birçok sel ve afete maruz kalacağız"" uyarısında bulundu."
Çevre,'Katil yosun'un yeni rotası Karadeniz olabilir,"Denizlerdeki yayılma hızı nedeniyle ""katil yosun"" olarak adlandırılan istilacı türü Marmara Denizi'nde tespit eden uzmanlar, söz konusu türün önümüzdeki süreçte Marmara Denizi'ne adaptasyonunu sağladıktan sonra Karadeniz'de görülebilme ihtimali olduğunu ifade etti."
Çevre,Marmara'da kirliliğe neden olan deniz araçları uçakla tespit ediliyor,"Marmara'da kirliliğin önlenmesi amacıyla deniz uçağıyla denetimler yapılıyor, kirliliğe sebebiyet veren deniz araçlarına ceza uygulanıyor."
DOSYA HABER,5 Haziran Dünya Çevre Günü: Plastik kirliliğine çözüm aranıyor,"Çevre kirliliği, iklim değişikliği, ormansızlaşma gibi sorunlar ve insan nüfusundaki aşırı artış, dünya üzerindeki işleyişi büyük ölçüde değiştiriyor. Çevreye zarar veren insan faaliyetleri için farkındalık oluşturmak adına 5 Haziran, Dünya Çevre Günü olarak kabul ediliyor. Bu yılki tema ise plastik kirliliğine çözüm üretmeye odaklanıyor."
Çevre,Türkiye'yi çevreleyen denizlerde plastik varlığı artıyor,"Recep Tayyip Erdoğan Üniversitesi Su Ürünleri Temel Bilimler Bölümü Deniz Biyolojisi Ana Bilim Dalı Öğretim Üyesi Doç. Dr. Ülgen Aytan, Türkiye'yi çevreleyen denizlerdeki plastik kirliliğine ilişkin, ""Denizlerimiz mikroplastiklerle kontamine olmuş durumda, üç tarafımız artık denizlerle değil plastik denizlerle çevrili"" ifadelerini kullandı."
Çevre,Dünya Çevre Günü'nde plastik kirliliğinin zararlarına odaklanılacak,"Dünyada her yıl üretilen 400 milyon tondan fazla plastiğin yüzde 12’si yakılıyor, yüzde 10’undan daha azı geri dönüştürülebiliyor ve kalan atıklar doğaya karışırken 19 ila 23 milyon tonu denizlere, nehirlere ve göllere dökülüyor. Dünya Çevre Günü'nde bu yılki etkinliklerde plastik kirliliğinin zararları üzerine odaklanılacak."
Çevre,"100 yıl önce soyu tükenen kelebek, yeniden ortaya çıktı","Siyah damarlı beyaz kelebekler, İngiltere'de 100 yıl önce soyu tükenen türler listesine eklendi. Ancak Londra'nın yakınlarındaki çayırlarda bu nadir kelebek türüne şimdilerde yeniden rastlanabiliyor."
Çevre,"Yeni kertenkele keşfi: Hem uçuyor, hem sırıtıyor",Bilim insanları Hindistan'da ağaçtan ağaca uçan ve sırıtan yeni bir kertenkele türü keşfetti.
Çevre,Türkiye'nin su ayak izi belirleniyor,Tarım ve Orman Bakanlığı tarafından yürütülen Su Verimliliği Seferberliği çalışmaları kapsamında ülkede güncel su ayak izi miktarı ortaya konulacak.
Çevre,"Sierra Leone'de 200 yaşını aşkın ""pamuk ağacı"", şiddetli fırtına ve yağış nedeniyle devrildi","Batı Afrika ülkelerinden Sierra Leone'de, ülkenin simgelerinden biri 200 yaşını aşkın pamuk ağacı etkili olan şiddetli fırtına ve yağış nedeniyle devrildi."
Çevre,"Kanada'dan kuraklığın etkisi altındaki Afrika Boynuzu'na 58,1 milyon dolar ek destek","Kanada, kuraklık nedeniyle milyonlarca kişinin açlığa ve göçe sürüklendiği Afrika Boynuzu'na 58,1 milyon dolar ilave yardım yapacağını duyurdu."
Çevre,"Sel, fırtına ve yıldırım uyarısı: Nerede, kaç kilometre esiyor?","Yağışlı hava etkisini sürdürüyor. Yurdun neredeyse tüm illerinde bugün gök gürültülü sağanak etkili olacak. Meteoroloji, bugün için 2 ili 'turuncu' 13 kenti de şiddetli yağışa karşı 'sarı' kodla uyardı."
Çevre,Göller bilim insanlarının tahmininden hızlı kuruyor,"Yeni bir araştırma, iklim değişikliği ve aşırı su tüketiminin gölleri bilim insanlarının tahmin ettiğinden daha fazla kuruttuğunu ortaya koydu."
Çevre,İklim değişikliğiyle birlikte deniz suyu sıcaklıkları arttı,"Türkiye'de deniz suyundaki sıcaklıkları iklim değişikliğiyle birlikte arttı. Atmosferde yaklaşık 1,1 derece bir ısınmaya karşılık denizlerde 1 derece civarında bir sıcaklık artışı oldu."
ÖZEL HABER,Türkiye alabalık üretiminde dünya liderliğine ilerliyor,"Tarımsal balık üretiminde son yıllarda yaşanan artış, Türkiye’ye üst sıralara taşıdı. Alabalık üretiminde Türkiye, İran’ın ardından dünyanın ikinci büyük üreticisi haline geldi. 2022 üretimi 190 bin tonu aştı. Dünyadaki alabalığın yüzde 16’sını tek başına Türkiye üretiyor."
DOSYA HABER,"Dünya Göçmen Kuşlar Günü: Bu yılın odak noktası ""Su""","Göçmen kuşların büyük bölümünün yaşam döngüsünü aslında su belirliyor. Sulak alanlar, nehirler, göller ve bataklıklar kuşların beslenmesine, yuva yapmasına, uzun yolculukları sırasında dinlenip enerji depolamalarına imkan sağlıyor. Dünya Göçmen Kuşlar Günü’nde suyun önemine ve Türkiye’nin nasıl kritik bir göç rotası olduğuna yakından baktık."
Çevre,Bahar yağmurları kuraklığa 'can suyu' oldu,"Yağışsız geçen kış mevsimi son 63 yılın en kurak iki yılından biriydi. Kuraklık riskinin artması gözleri bahar yağmurlarına çevirdi. Mart ve nisan yağmurları hem normalinden hem de geçen seneden daha çok yağdı. Uzmanlar, kuraklık alarmının şimdilik durduğu görüşünde."
Çevre,Araştırma: Gelgitler buzulların erimesini hızlandırıyor,"ABD'de yapılan bilimsel araştırmada ortaya çıkan sonuçlar, buzulların daha önceki tahminlerin çok ötesinde, hızlı eriyeceği öngörüsünü ortaya koydu."
Çevre,Oxford: Yeşil enerji 5 yılda AB'de Rus gazının yerini alabilir,Avrupa Birliği'nde (AB) yeşil enerjinin 2028'e kadar 811 milyar euro yatırımla Rus doğal gazını ikame edebileceği hesaplanıyor.
Çevre,"Vietnam'da 44,1 dereceyle sıcaklık rekoru kırıldı","Vietnam'da 44 dereceden biraz fazla bir sıcaklıkla, şimdiye dek kayıtlara geçen en büyük sıcaklığı gördü. Uzmanlar, rekorun iklim değişikliği nedeniyle kısa sürede kırılacağı görüşünde."
Çevre,Fransa bölgesinde yüzme havuzu satışları yasaklanıyor,"Fransız hükümeti, kuraklık nedeniyle güneydeki bir bölgede yüzme havuzlarının satışını yasaklayacağını açıkladı."
Çevre,AB'de yenilenebilir kaynaklar ilk kez kış döneminde fosil yakıtlardan fazla elektrik üretti,Avrupa Birliği'nin elektrik üretiminde yenilenebilir enerji kaynaklarının payı kış döneminde yüzde 40 ile ilk kez fosil yakıtları geride bıraktı.
Çevre,"""Yeşil Nobel"" ilk kez Türkiye'den bir isme verildi","Deniz koruma alanlarında yaptığı çalışmalarla, ""Yeşil Nobel"" olarak adlandırılan ""Goldman Çevre Ödülü""nü kazanarak ilk kez Türkiye'ye getiren Zafer Kızılkaya, ""Türkiye'nin deniz koruma alanlarında Avrupa lideri olmaması için hiçbir sebep yok"" dedi."
