Kategori,Başlık,İçerik
Kültür-Sanat,17. İstanbul Bienali eserden çok sürece odaklanıyor,"17. İstanbul Bienali, 12 sergi yeri ve birçok farklı mekanla cumartesi günü başlıyor. 20 Kasım'a kadar ücretsiz gezilebilecek Bienal için bu yıl öncekilerden farklı olarak bir konu belirlenmedi. “Kompostlaşma” kelimesinin dikkati çektiği Bienal, bu yıl eserden çok sürece odaklanıyor."
Kültür-Sanat,Yurt dışına kaçırılan 22 bin 424 eser ana vatana geri döndü,Kültür ve Turizm Bakanlığı Kültür Varlıkları ve Müzeler Genel Müdürlüğü'ne bağlı kültür varlığı kaçakçılığıyla mücadele ekipleri tarafından 1980 yılından bugüne kadar yurt dışına kaçırılan 22 bin 424 tarihi eser ve kültür varlığı geri getirildi. Bu yıl 1113 eserin iadesi sağlandı.
Kültür-Sanat,59'uncu Antalya Altın Portakal Film Festivali 1 Ekim'de başlayacak,"Antalya Altın Portakal Film Festivali için geri sayım başladı. Bu yıl 59'uncusu düzenlenecek olan festival 1 Ekim'de kapılarını açacak. Organizasyonda, iki yıl aranın ardından ilk defa geleneksel kortej yürüyüşü yapılacak."
Kültür-Sanat,Bu hafta 8 film vizyona girecek,Türkiye'deki sinema salonlarında bu hafta 3'ü yerli 8 film sinemaseverlerle buluşacak.
ÖZEL HABER,Maye Musk'tan Türk Kadınlarına Tavsiyeler: Plan Yapın,"Mankenliğe 74 yaşında olmasına rağmen devam eden, diyetisyenlik yapan ve tecrübelerini yazdığı kitaplarla kadınlara aktaran Maye Musk'a Türk kadınları için tavsiyelerini sorduk. Maye Musk, TRT Haber'in sorularını içtenlikle yanıtladı..."
Kültür-Sanat,Karacahisar Kalesi'nde Orhan Gazi'nin sikkesi bulundu,"Eskişehir'de, Osman Bey'in 1288 yılında fethettiği Karacahisar Kalesi'nde yapılan kazı çalışmalarında Orhan Gazi'nin sikkesi bulundu."
ÖZEL HABER,Şile bezi yeniden sahnede,"Tekstilde yenilikleri takip etmek kadar geleneksel ürünlerin potansiyelini kullanmak da önemli. Şile bezi de o geleneksel ürünlerden... 70’lerde öne çıkan bir ihracat kalemiyken zamanla üretimi düşen bez, yatırımlarla yeniden dünya sahnesine hazırlanıyor."
Kültür-Sanat,Saraybosna'da film festivali,"Al Jazeera Balkanlar tarafından 5’incisi düzenlenen Uluslararası Belgesel Film Festivali, Bosna Hersek'in başkenti Saraybosna'da düzenlenen ödül töreniyle sona erdi."
Kültür-Sanat,Fransız yönetmen Jean-Luc Godard 91 yaşında öldü,"Fransız sinema tarihinin en büyük yönetmenlerinden biri olan ve ""yeni dalga sinemasının"" kurucularından Jean-Luc Godard, 91 yaşında ötenazi yöntemiyle hayatını sonlandırdı."
Kültür-Sanat,2022 Emmy Ödülleri sahiplerini buldu,74. Emmy Ödülleri Los Angeles’taki törenle sahiplerini buldu. HBO yapımı Succession en iyi drama dizisi seçildi.
Kültür-Sanat,2 bin 600 yıllık tarih arkeopark oluyor,"Muğla'daki Phoenix Antik Kenti'nden çıkan kültür varlıkları, bulundukları alanda sergilenerek geçmiş uygarlıkların yaşantısı günümüze taşınacak."
ÖZEL HABER,Türkiye'de Bir İlk: 19 Parça Kabe Örtüsü Türkiye'de,"Kâbe örtülerinden çeşitli yıllara ait 19 parça Türkiye’ye getirildi. İpek üzerine altınla işlenmiş hat süslemeleri bulunan örtüler, Türkiye’de ilk olarak bir müzede toplu halde sergilenecek. Müze, Kırıkkale’de yapımı süren İslami Değerler Külliyesi içinde yer alıyor."
Kültür-Sanat,"""Yaşayan kültür mirası işletmeler"" destek başvurularını e-Devlet'ten yapabilecek","'Yaşayan Kültür Mirası İşletmeler Destek Programı'na başvurular artık e-Devlet üzerinden de yapılabilecek. Programla, kaybolmaya yüz tutmuş mesleklerde faaliyet gösteren işletmelere yeni istihdam oluşturma şartıyla 250 bin liraya kadar geri ödemesiz destek sağlanacak. Programa başvurular için son gün 30 Eylül."
Kültür-Sanat,Sinemalarda bu hafta,Sinema salonlarında bu hafta üçü yerli 8 film vizyona girecek.
Kültür-Sanat,Altın Portakal'da yarışacak belgesel ve kısa metraj filmlerle jürileri açıklandı,"Bu yıl 59'uncusu düzenlenecek Antalya Altın Portakal Film Festivali'nin Ulusal Belgesel ve Kısa Metraj Film kategorilerinde yarışacak yapımlar ile jüri üyeleri belirlendi. Ulusal Kısa Metraj Film kategorisinde 12, Ulusal Belgesel Film de ise 10 yapım yarışacak"
Kültür-Sanat,"Bin yıllık ""Alparslan sikkesi"" ziyarete açıldı",Antalyalı bir koleksiyoncu tarafından Bitlis’in Ahlat Müzesi’ne bağışlanan Sultan Alparslan dönemine ait bin yıllık altın sikke halkın ziyaretine açıldı.
Kültür-Sanat,Antalya'nın simge kulesi aslına dönüyor,"Roma, Selçuklu, Osmanlı ve Cumhuriyet döneminin izlerini taşıyan, yaklaşık 8 aydır restorasyon çalışmaları yürütülen Antalya'nın simgesi kule, kubbesinin yanı sıra 19. yüzyıla ait aslına uygun saate de kavuşacak."
ÖZEL HABER,Tarihi şehrin hafızası: İstanbul Kitaplığı,"Ayasofya'nın arkasında, Topkapı Sarayı surları dibinde İstanbul'un en özel kütüphanelerinden biri bulunuyor. 600'ü nadir olmak üzere, binlerce kitap ve görselin yer aldığı İstanbul Kitaplığı, kentin hafızasına ışık tutuyor."
Kültür-Sanat,Kültürel miras istatistikleri açıklandı: Müze sayısı 519 oldu,"Türkiye genelinde müze sayısı, geçen yıl, 2020 yılına göre yüzde 5,1 artarak 519 oldu. Bu müzelerin 210 tanesi Kültür ve Turizm Bakanlığı bünyesinde, 309 tanesi ise özel müze kategorisinde yer aldı. Ören yeri sayısı ise 143 oldu."
Kültür-Sanat,İçerisinde 4 iskeletin olduğu 1800 yıllık mezar bulundu,Adıyaman'daki Perre Antik Kentinde içerisinde 4 iskeletin olduğu 1800 yıllık lahit mezar bulundu. Kazı alanında araştırmalar sürüyor.
Kültür-Sanat,Podcast ne kadar dinleniyor?,"Dijital dünyanın simgesi ""play"" tuşu kimi zaman videolar kimi zaman da ses dosyalarını açmak için var. Podcast ise bu ayrımda artık dinlenme oranlarıyla fark yaratan bir yayıncılık türü. Türkiye’de de tercih edilen formatın dinlenme oranları ise ülkeden ülkeye değişiyor."
Kültür-Sanat,Orta Asya'dan gelen 'çeyiz': Yağcıbedir halıları,Balıkesir'in Sındırgı ilçesi 22'nci kez Uluslararası Yağcıbedir Uçan Halı Şenliğine ev sahipliği yaptı. Festivalde dünyaca ünlü Yağcıbedir halısının motifleriyle yapılan giysiler de tanıtıldı.
Kültür-Sanat,Türk şefler dünya kupasında hedef yükseltti,"Lüksemburg'da 25-29 Kasım'da düzenlenecek dünya kupasında Türk şefler, yaklaşık 2 bin katılımcıya karşı hünerlerini sergileyecek. Şefler daha önce elde ettikleri 11 madalya rekorunu kırmak için mücadele verecek."
Kültür-Sanat,"Ayanis Kalesi'nde yapılan kazılarda ""kraliyet çöplüğü"" ortaya çıkarıldı","Urartu Kralı II. Rusa tarafından Van Gölü'ne hakim tepeye yaptırılan Ayanis Kalesi'nde yürütülen kazı çalışmalarında Urartularda kraliyet ailesinin ""çöplük"" olarak kullandığı yeni bir alan ortaya çıkarıldı."
Kültür-Sanat,166 yıllık kristal şamdanlar özel bakıma alındı,"Milli Saraylar Başkanlığına ait koleksiyonlar arasında yer alan, zarafetiyle göz kamaştıran aydınlatma araçlarının bakım ve restorasyonları, Milli Sarayların uzman avize ekibi tarafından yapılıyor."
Kültür-Sanat,Sinemalarda bu hafta,"Sinema salonlarında bu hafta üçü yerli, 8 film vizyona girecek. Örümcek-Adam: Eve Dönüş Yok filmi de vizyona giren filmler arasında."
Kültür-Sanat,100 Objede İslam Bilim Tarihi Sergisi TEKNOFEST'te meraklılarıyla buluştu,"Cumhurbaşkanlığı Millet Kütüphanesi, Prof. Dr. Fuat Sezgin İslam Bilim Tarihi Araştırmaları Vakfı ve Türkiye Bilimler Akademisi iş birliğiyle TEKNOFEST KARADENİZ'de ""100 Objede İslam Bilim Tarihi Sergisi"" açıldı."
Kültür-Sanat,İsrail'de 500 bin yıllık dev fildişi keşfedildi,İsrail'in güney kıyı ovasında bir fil dişinin keşfedildiği duyuruldu. Fil dişinin 500 bin yıllık olduğu düşünülüyor.
Kültür-Sanat,Elazığ’da 8 kilometrelik kanyon keşfedildi: Gümüşçay Kanyonu,"Elazığ’ın Baskil ilçesinde 8 kilometrelik yeni bir kanyon keşfedildi. Fotoğraflanan, rota ve konumlandırma çalışmaları yapılarak dilekçeleri kurumlara verilen kanyonun, turizme kazandırılması için çalışma başlatıldı."
Kültür-Sanat,Pakistan'da sel: Ülkenin tarihi mirası tehdit altında,"Pakistan’da milyonlarca kişiyi etkileyen sel felaketi, ülkenin tarihi mirasını da yok olma tehlikesiyle karşı karşıya bıraktı. Yağmurlar, İndus medeniyetinin en büyük şehirlerinden biri olarak bilinen Mohenjo Daro’da kazılan alanlara zarar verdi."
DOSYA HABER,Antik Yunan’dan uzay teknolojisine: Artemis,"NASA, son 10 yıldır üzerinde çalıştığı uzay görevinde sona geldi. Artemis adını verdiği uzay aracını bu hafta uzaya göndermeyi planlıyor."
Kültür-Sanat,"Yunan generali esir alanlardan Bayram Bayazıt'ın hatıraları ""Taş Mektep""te yaşatılıyor","Kayseri Milli Mücadele Müzesi, Kurtuluş Savaşı'nda Yunan Orduları Başkomutanı General Nikolaos Trikopis'i esir alan askerlerden Bayram Bayazıt'ın tüfeği, İstiklal Madalyası, hüviyeti ve belgelerine ev sahipliği yapıyor."
Kültür-Sanat,Bebek kütüphaneleri artıyor,Kitap okuma alışkanlığının küçük yaşlarda kazandırılması için Türkiye’nin dört bir yanında bebek kütüphaneleri açılmaya başlandı. Her ile bir bebek kütüphanesi kurmayı hedefleyen proje sayesinde geleceğin kitap kurtları şimdiden yetiştiriliyor.
Kültür-Sanat,Ordu'da Kurul Kalesi'ndeki kazılarda tarihin izi sürülüyor,"Doğu Karadeniz'de 2010'da ilk defa arkeolojik kazıların başlatıldığı Ordu Kurul Kalesi'nde, tüm kültürel katmanların ortaya çıkarılabilmesi için çalışmalar titizlikle yürütülüyor."
Kültür-Sanat,"Terk edilen ""kehanet merkezi"" uzun yıllar işlevini korumuş","İyonya'nın en önemli pagan kutsal alanları arasında yer alan, İzmir'in Menderes ilçesindeki Klaros Kutsal Alanı'nda milattan sonra 5 ila 7. yüzyıla ait olduğu değerlendirilen oyun tablası ve çatallı haç gibi izlere rastlandı."
ÖZEL HABER,Sınır tanımayan koleksiyon: İstanbul Arkeoloji Müzeleri,1869’dan beri sayısız tarihi esere ev sahipliği yapan İstanbul Arkeoloji Müzeleri restorasyon ve güçlendirme çalışmalarının tamamlanmasının ardından yeni bölüm ve eserleriyle ziyaretçilerini ağırlıyor.
Kültür-Sanat,Sinemalarda bu hafta,Sinema salonlarında bu hafta ikisi yerli 6 film vizyona girecek.
Kültür-Sanat,Türk tarihi için önemli keşif: İlteriş Kağan’ın külliyesi bulundu,Moğolistan’da İlteriş Kağan'ın külliyesi ve yazıtı keşfedildi.
Kültür-Sanat,Yeşilçam oyuncusu Ali Güney hayatını kaybetti,"Yeşilçam'da ""Bin Defa Ölürüm"", ""Kanun Kanundur"" ve ""Bir Pazar Günü"" filmlerinin yanı sıra ""Geniş Aile"", ""Leyla ile Mecnun"" ve ""Arka Sokaklar"" gibi televizyon dizilerinde oynayan Ali Güney, hayatını kaybetti."
Kültür-Sanat,Usta oyuncu Civan Canova son yolculuğuna uğurlandı,"Tedavi gördüğü hastanede 20 Ağustos'ta hayatını kaybeden oyuncu, yazar ve ressam Ahmet Civan Canova son yolculuğuna uğurlandı."
Kültür-Sanat,'Gladyatör'den Türkiye'ye övgü: Ne kadar da büyüleyici bir ülke,"Oscar ödüllü Russell Crowe, sosyal medya paylaşımında hayranlarına Türkiye'ye gitme çağrısında bulundu."
Kültür-Sanat,Muğla'da yeni yabani soğan türü keşfedildi,Muğla'nın Köyceğiz ilçesinde tespit edilen yeni bir yabani soğan türü bilim dünyasına kazandırıldı.
Kültür-Sanat,Edirne Yeni Sarayı kazısında mescide ulaşıldı,Osmanlı padişahlarına ev sahipliği yapan Edirne Yeni Sarayı'ndaki (Sarayı Cedide-i Amire) kazı çalışmalarında cihannüma mescidine ulaşıldı.
Kültür-Sanat,Bu hafta 7 film vizyona giriyor,"Sinema salonlarında bu hafta dördü yerli, 7 film vizyona girdi."
Kültür-Sanat,Yeşilçam oyuncusu Rıza Pekkutsal son yolculuğuna uğurlandı,"İzmir'de hayatını kaybeden Yeşilçam oyuncusu ve ses sanatçısı Rıza Pekkutsal'ın cenazesi, Eski Buca Mezarlığı'nda toprağa verildi."
Kültür-Sanat,KKTC'de Barbarlık Müzesi açıldı,KKTC'de restorasyonu TİKA tarafından tamamlanan Barbarlık Müzesi'nin açılışı yapıldı.
Kültür-Sanat,Yeşilçam'ın önemli isimlerinden Rıza Pekkutsal hayatını kaybetti,"Yeşilçam'ın önemli isimlerinden Rıza Pekkutsal, 87 yaşında yaşamını yitirdi."
Kültür-Sanat,"Oscar'da, 50 yıl sonra gelen özür","""Oscar"" olarak bilinen Akademi ödülleri, 1973'te düzenlenen ödül töreninde, Marlon Brando'ya verilen ""en iyi erkek oyuncu ödülü""nü reddetmek üzere sahneye çıkan Sacheen Littlefeather'dan özür diledi."
Kültür-Sanat,Zeugma Mozaik Müzesi'nin ziyaret saatleri uzatıldı,"Gaziantep'teki Zeugma Mozaik Müzesi'nin ziyaret saatleri bir aylığına düzenlendi. Sabah, 08.30'da giriş yapılabilecek müze, akşam 22.00'ye kadar gezilebilecek."
Kültür-Sanat,Assos kazısında Roma çeşmesi kalıntılarına ulaşıldı,Kültürel miras ve zenginlikleri barındıran Assos'ta Roma dönemine ait 2 bin 200 yıllık çeşme yapısı kalıntıları bulundu.
ÖZEL HABER,İstanbul’un Çin Seddi: Anastasios Surları,"Günümüzden yaklaşık bin 600 yıl önce İstanbul’u korumak için inşa edilen Anastasios Surları, Çatalca’nın Karadeniz kıyılarında hala görülebiliyor. “Uzun Duvar” olarak da bilinen Anastasios Surları, Çin Seddi’nden sonra en ihtişamlı savunma duvarı olarak gösteriliyor."
Kültür-Sanat,Yer altının gizli hazinesi 'Morca Mağarası'nın gizemi çözülüyor,Mersin'de Torosların zirvesinde yer alan Türkiye'nin en derin mağaralarından biri Morca.  Bilimsel çalışmalarda bölgede yeni bir bakteri türü de keşfedildi. Bu keşfin ilaç sanayisine kazandırılması hedefleniyor.
Kültür-Sanat,'Pota'nın galası yapıldı,TRT Ortak yapımı “Pota” filminin galası İstanbul Atlas Sineması’nda yapıldı. Sınıflar arasındaki farklılıkların basketbol üzerinden anlatıldığı film büyük beğeni aldı.
Kültür-Sanat,Farklı türlerdeki eserleri uyarladığı bağlamayı dünyayla buluşturuyor,"Kimya mühendisliğinden mezun olan, genetik alanında yüksek lisansını yaparken kariyerini müzik alanında sürdürmeye karar veren bağlama virtüözü Sinan Ayyıldız, farklı şekillerde tasarladığı ve klasik müzik, caz gibi türlerdeki eserleri uyarladığı bağlamayı dünyayla buluşturuyor."
Kültür-Sanat,Afrodisias'ın 'gizemli evinde' kazılar 36 yıl sonra yeniden başladı,"UNESCO Dünya Miras Listesi'nde yer alan Afrodisias Antik Kenti'nin bilinen en büyük evinin olduğu alanda, kazı çalışmaları 36 yıl aradan sonra yeniden başladı."
Kültür-Sanat,Sinemalarda bu hafta,Sinema salonlarında bu hafta 2'si yerli 6 film vizyona girecek.
Kültür-Sanat,Ordu'da tarihi caminin restorasyonunda 600 yıllık kalıntılar ortaya çıktı,Ordu'da bir süre önce restorasyonuna başlanan Eskipazar Bayram Bey Camisi'nin bahçesinde 600 yıllık mimari kalıntılar ve medrese olduğu tespit edilen yapı ortaya çıkarıldı.
ÖZEL HABER,Bardaklarıyla dünyayı gezen sanatçı,Berk Armağan dört yüz lira ile çıktığı çizim yolculuğunda 25 ülkede 60’dan fazla şehir gezdi. O şehirlerin simgelerini kağıt bardaklara resmetti.
Kültür-Sanat,Kazakistan'ın milli şairi Abay'ın doğumunun 177'nci yılı,"Türk dünyasının önemli şair ve düşünürlerinden Abay Kunanbayev, doğumunun 177'nci yılında Kazakistan genelinde çeşitli etkinliklerle anılıyor."
ÖZEL HABER,Mevlid'in en eski nüshası ABD'de tespit edildi: Detaylar TRT Haber'de,"İslam edebiyatları içinde en fazla mevlid, Türk edebiyatında kaleme alındı. Halk arasında 'Mevlid' olarak bilinen Vesîletü’n-Necât’ın başarısı ise sadece Anadolu ile sınırlı değil. Süleyman Çelebi'nin Mevlid eserinin bilinen en eski nüshasını ABD'de tespit eden bilim insanları, nüshaya ilişkin bilinmesi gerekenleri TRT Haber'e anlattı."
Kültür-Sanat,Arslantepe Höyüğü'nde arkeolojik kazı çalışmaları başladı,UNESCO Dünya Kültür Mirası Listesi'nde yer alan Malatya'daki Arslantepe Höyüğü'nde bu sezonki kazı çalışmalarına başlandı.
Kültür-Sanat,Kahta Kalesi 17 yıl sonra kapılarını ziyaretçilerine açtı,"Adıyaman'da, Kommagene Uygarlığı tarafından yapılan ve hakim bir tepeye konuşlu görünümüyle dikkati çeken Kahta Kalesi, 17 yıl aradan sonra ziyaretçileriyle buluştu."
Kültür-Sanat,İzmir'deki kazıda 7 bin 800 yıllık kadın heykelciği bulundu,İzmir'in Kemalpaşa ilçesindeki Ulucak Höyüğü kazısında 7 bin 800 yıl öncesine tarihlenen kilden yapılmış kadın figürlü bir heykelcik çıkarıldı.
Kültür-Sanat,Perge Antik Kenti'ndeki çeşmeden 1800 yıl sonra yeniden su aktı,"Perge Antik Kenti'nde 2'nci yüzyıldan kalma çeşmeye bir arazözle su getirilerek deneme yapıldı. Antik sistemin hala çalıştığı belirlenen deneme sonrası ekipler, çeşmeden sürekli su akmasını sağlayacak çalışmaları başlattı."
Kültür-Sanat,Semih Sergen son yolculuğuna uğurlandı,"Bodrum'da hayatını kaybeden 91 yaşındaki sinema, tiyatro ve seslendirme sanatçısı Semih Sergen, son yolculuğuna uğurlandı."
Kültür-Sanat,Gordion Antik Kenti'nin isminin geçtiği ilk yazıt bulundu,Friglerin başkenti Gordion'daki kazı alanında üzerinde antik kentin isminin yer aldığı yazıt bulundu.
Kültür-Sanat,Semih Sergen bugün son yolculuğuna uğurlanacak,"Önceki gün yitirdiğimiz sanat dünyasının usta ismi Semih Sergen, bugün Ankara'da son yolculuğuna uğurlanacak."
Kültür-Sanat,Tiyatro ve sinemanın acı kaybı,"Türk sanat dünyası iki ustasını kaybetti. 91 yaşındaki tiyatro ve sinema oyuncusu Semih Sergen, Bodrum'da yaşama veda etti. Pek çok sinema yıldızına sesiyle can veren Sungun Babacan da 63 yaşında hayatını kaybetti."
Kültür-Sanat,Seslendirme sanatçısı Sungun Babacan vefat etti,"Türkiye'nin önemli seslendirme sanatçılarından Sungun Babacan, 63 yaşında hayatını kaybetti."
Kültür-Sanat,Semih Sergen hayatını kaybetti,"Oyuncu ve seslendirme sanatçısı Semih Sergen, 91 yaşında hayatını kaybetti."
ÖZEL HABER,Osmanlı kumaşları yeniden ilgi odağı,"Tüm zamanların en parlak kumaşlarından biri olarak bilinen Gaziantep’e özgü “kutnu”nun dünyaca ünlü moda devleri tarafından fark edilmesi, Osmanlı kumaşlarını yeniden gündeme taşıdı. Kutnu ve Osmanlı kumaşlarının yolculuğunu anlattık."
Kültür-Sanat,Türkiye'nin turizm merkezleri İtalya'da tanıtılacak,"Türkiye'nin turizm zenginliğini anlatan tanıtım filmi çekimi için İtalya'dan gelen ekip, Kapadokya’nın görsel güzelliklerini kayda alıyor."
Kültür-Sanat,Bu hafta 6 film vizyona girecek,"Sinema salonlarında bu hafta biri yerli, 6 film sinemaseverlerle buluşacak."
